time	V(n001)	V(n003)
2.763899652831767e-02	4.829367e+00	2.234385e-01
2.769759027831768e-02	4.657195e+00	1.325386e-01
2.775618402831768e-02	4.428271e+00	4.002350e-02
2.781477777831768e-02	4.145383e+00	-5.297931e-02
2.787337152831768e-02	3.811980e+00	-1.453365e-01
2.793196527831768e-02	3.432123e+00	-2.359226e-01
2.799055902831769e-02	3.010443e+00	-3.236338e-01
2.804915277831769e-02	2.552077e+00	-4.074011e-01
2.810774652831769e-02	2.062611e+00	-4.862038e-01
2.816634027831769e-02	1.548010e+00	-5.590816e-01
2.822493402831770e-02	1.014545e+00	-6.251464e-01
2.828352777831770e-02	4.687171e-01	-6.835932e-01
2.834212152831770e-02	-8.282300e-02	-7.337096e-01
2.840071527831770e-02	-6.333538e-01	-7.748849e-01
2.845930902831770e-02	-1.176166e+00	-8.066176e-01
2.851790277831771e-02	-1.704646e+00	-8.285207e-01
2.857649652831771e-02	-2.212353e+00	-8.403274e-01
2.863509027831771e-02	-2.693100e+00	-8.418938e-01
2.869368402831771e-02	-3.141029e+00	-8.332009e-01
2.875227777831772e-02	-3.550681e+00	-8.143545e-01
2.881087152831772e-02	-3.917064e+00	-7.855843e-01
2.886946527831772e-02	-4.235714e+00	-7.472410e-01
2.892805902831772e-02	-4.502747e+00	-6.997918e-01
2.898665277831772e-02	-4.714909e+00	-6.438148e-01
2.904524652831773e-02	-4.869615e+00	-5.799923e-01
2.910384027831773e-02	-4.964980e+00	-5.091019e-01
2.916243402831773e-02	-4.999841e+00	-4.320077e-01
2.922102777831773e-02	-4.973773e+00	-3.496489e-01
2.927962152831774e-02	-4.887095e+00	-2.630293e-01
2.933821527831774e-02	-4.740863e+00	-1.732044e-01
2.939680902831774e-02	-4.536858e+00	-8.126883e-02
2.945540277831774e-02	-4.277567e+00	1.165709e-02
2.951399652831774e-02	-3.966149e+00	1.044409e-01
2.957259027831775e-02	-3.606399e+00	1.959521e-01
2.963118402831775e-02	-3.202702e+00	2.850754e-01
2.968977777831775e-02	-2.759976e+00	3.707247e-01
2.974837152831775e-02	-2.283617e+00	4.518563e-01
2.980696527831776e-02	-1.779430e+00	5.274816e-01
2.986555902831776e-02	-1.253558e+00	5.966790e-01
2.992415277831776e-02	-7.124104e-01	6.586052e-01
2.998274652831776e-02	-1.625815e-01	7.127306e-01
3.000000000000000e-02	-1.102182e-14	7.273039e-01
